Marca	Modelo	Ano	Motor
Chery	Tiggo 4	2023	1.5L/1.5T SQR
Chery	Tiggo 4	2024	1.5L/1.5T SQR
Chery	Tiggo 4	2025	1.5L/1.5T SQR
Chery	Tiggo 4	2026	1.5L/1.5T SQR
Chery	Tiggo 7 Pro	2020	1.5T SQRF4J16
Chery	Tiggo 7 Pro	2021	1.5T SQRF4J16
Chery	Tiggo 7 Pro	2022	1.5T SQRF4J16
Chery	Tiggo 7 Pro	2023	1.5T SQRF4J16
Chery	Tiggo 7 Pro	2024	1.5T SQRF4J16
Chery	Tiggo 7 Pro	2025	1.5T SQRF4J16
Chery	Tiggo 7 Pro	2026	1.5T SQRF4J16
Chery	Tiggo 8	2019	1.5T SQRF4J16 / 2.0T F4J20
Chery	Tiggo 8	2020	1.5T SQRF4J16 / 2.0T F4J20
Chery	Tiggo 8	2021	1.5T SQRF4J16 / 2.0T F4J20
Chery	Tiggo 8	2022	1.5T SQRF4J16 / 2.0T F4J20
Chery	Tiggo 8	2023	1.5T SQRF4J16 / 2.0T F4J20
Chery	Tiggo 8	2024	1.5T SQRF4J16 / 2.0T F4J20
Chery	Tiggo 8	2025	1.5T SQRF4J16 / 2.0T F4J20
Chery	Tiggo 8	2026	1.5T SQRF4J16 / 2.0T F4J20
Chevrolet	Captiva	2010	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2011	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2012	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2013	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2014	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2015	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2016	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2017	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2018	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2019	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2020	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2021	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2022	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2023	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2024	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2025	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Captiva	2026	2.4L LE5 / 2.2D Z22D1 / 1.5T L3T
Chevrolet	Cavalier	2018	1.5L L2B SAIC
Chevrolet	Cavalier	2019	1.5L L2B SAIC
Chevrolet	Cavalier	2020	1.5L L2B SAIC
Chevrolet	Cavalier	2021	1.5L L2B SAIC
Chevrolet	Cavalier	2022	1.5L L2B SAIC
Chevrolet	Cavalier	2023	1.5L L2B SAIC
Chevrolet	Cavalier	2024	1.5L L2B SAIC
Chevrolet	Cavalier	2025	1.5L L2B SAIC
Chevrolet	Cavalier	2026	1.5L L2B SAIC
Chevrolet	Colorado	2018	2.8D Duramax LWH
Chevrolet	Colorado	2019	2.8D Duramax LWH
Chevrolet	Colorado	2020	2.8D Duramax LWH
Chevrolet	Colorado	2021	2.8D Duramax LWH
Chevrolet	Colorado	2022	2.8D Duramax LWH
Chevrolet	Colorado	2023	2.8D Duramax LWH
Chevrolet	Colorado	2024	2.8D Duramax LWH
Chevrolet	Colorado	2025	2.8D Duramax LWH
Chevrolet	Colorado	2026	2.8D Duramax LWH
Chevrolet	Corsa	1998	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	1999	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2000	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2001	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2002	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2003	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2004	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2005	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2006	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2007	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2008	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2009	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2010	1.4L C14NZ / 1.6L C16SE
Chevrolet	Corsa	2011	1.4L C14NZ / 1.6L C16SE
Chevrolet	Cruze	2010	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2011	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2012	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2013	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2014	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2015	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2016	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2017	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2018	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2019	1.8L F18D4 / 1.4T LUJ
Chevrolet	Cruze	2020	1.8L F18D4 / 1.4T LUJ
Chevrolet	D-Max	2014	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2015	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2016	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2017	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2018	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2019	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2020	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2021	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2022	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2023	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2024	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2025	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	D-Max	2026	2.5D 4JK1-TC / 3.0D 4JJ1-TC
Chevrolet	Groove	2020	1.5L LJ4A15M2
Chevrolet	Groove	2021	1.5L LJ4A15M2
Chevrolet	Groove	2022	1.5L LJ4A15M2
Chevrolet	Groove	2023	1.5L LJ4A15M2
Chevrolet	Groove	2024	1.5L LJ4A15M2
Chevrolet	Groove	2025	1.5L LJ4A15M2
Chevrolet	Groove	2026	1.5L LJ4A15M2
Chevrolet	Montana	2023	1.2T Ecotec
Chevrolet	Montana	2024	1.2T Ecotec
Chevrolet	Montana	2025	1.2T Ecotec
Chevrolet	Montana	2026	1.2T Ecotec
Chevrolet	N400 Max	2020	1.2L LJ4A12KQ / 1.5L
Chevrolet	N400 Max	2021	1.2L LJ4A12KQ / 1.5L
Chevrolet	N400 Max	2022	1.2L LJ4A12KQ / 1.5L
Chevrolet	N400 Max	2023	1.2L LJ4A12KQ / 1.5L
Chevrolet	N400 Max	2024	1.2L LJ4A12KQ / 1.5L
Chevrolet	N400 Max	2025	1.2L LJ4A12KQ / 1.5L
Chevrolet	N400 Max	2026	1.2L LJ4A12KQ / 1.5L
Chevrolet	Onix	2020	1.0T Ecotec / 1.2L
Chevrolet	Onix	2021	1.0T Ecotec / 1.2L
Chevrolet	Onix	2022	1.0T Ecotec / 1.2L
Chevrolet	Onix	2023	1.0T Ecotec / 1.2L
Chevrolet	Onix	2024	1.0T Ecotec / 1.2L
Chevrolet	Onix	2025	1.0T Ecotec / 1.2L
Chevrolet	Onix	2026	1.0T Ecotec / 1.2L
Chevrolet	Optra	2004	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2005	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2006	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2007	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2008	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2009	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2010	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2011	1.6L F16D3 / 1.8L T18SED
Chevrolet	Optra	2012	1.6L F16D3 / 1.8L T18SED
Chevrolet	Prisma	2014	1.4L Ecotec / 1.8L
Chevrolet	Prisma	2015	1.4L Ecotec / 1.8L
Chevrolet	Prisma	2016	1.4L Ecotec / 1.8L
Chevrolet	Prisma	2017	1.4L Ecotec / 1.8L
Chevrolet	Prisma	2018	1.4L Ecotec / 1.8L
Chevrolet	Prisma	2019	1.4L Ecotec / 1.8L
Chevrolet	Prisma	2020	1.4L Ecotec / 1.8L
Chevrolet	Sail	2014	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2015	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2016	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2017	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2018	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2019	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2020	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2021	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2022	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2023	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2024	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2025	1.4L LCU / 1.5L L2B
Chevrolet	Sail	2026	1.4L LCU / 1.5L L2B
Chevrolet	Silverado	2014	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2015	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2016	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2017	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2018	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2019	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2020	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2021	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2022	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2023	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2024	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2025	5.3L EcoTec3 / 6.2L V8
Chevrolet	Silverado	2026	5.3L EcoTec3 / 6.2L V8
Chevrolet	Spark GT	2014	1.2L B12D1
Chevrolet	Spark GT	2015	1.2L B12D1
Chevrolet	Spark GT	2016	1.2L B12D1
Chevrolet	Spark GT	2017	1.2L B12D1
Chevrolet	Spark GT	2018	1.2L B12D1
Chevrolet	Spark GT	2019	1.2L B12D1
Chevrolet	Spark GT	2020	1.2L B12D1
Chevrolet	Spark GT	2021	1.2L B12D1
Chevrolet	Spark GT	2022	1.2L B12D1
Chevrolet	Spark	2008	0.8L F8CV / 1.0L B10S1
Chevrolet	Spark	2009	0.8L F8CV / 1.0L B10S1
Chevrolet	Spark	2010	0.8L F8CV / 1.0L B10S1
Chevrolet	Spark	2011	0.8L F8CV / 1.0L B10S1
Chevrolet	Spark	2012	0.8L F8CV / 1.0L B10S1
Chevrolet	Spark	2013	0.8L F8CV / 1.0L B10S1
Chevrolet	Spark	2014	0.8L F8CV / 1.0L B10S1
Chevrolet	Spark	2015	0.8L F8CV / 1.0L B10S1
Chevrolet	Spin	2014	1.8L Ecotec
Chevrolet	Spin	2015	1.8L Ecotec
Chevrolet	Spin	2016	1.8L Ecotec
Chevrolet	Spin	2017	1.8L Ecotec
Chevrolet	Spin	2018	1.8L Ecotec
Chevrolet	Spin	2019	1.8L Ecotec
Chevrolet	Spin	2020	1.8L Ecotec
Chevrolet	Spin	2021	1.8L Ecotec
Chevrolet	Spin	2022	1.8L Ecotec
Chevrolet	Suburban	2014	5.3L EcoTec3 V8
Chevrolet	Suburban	2015	5.3L EcoTec3 V8
Chevrolet	Suburban	2016	5.3L EcoTec3 V8
Chevrolet	Suburban	2017	5.3L EcoTec3 V8
Chevrolet	Suburban	2018	5.3L EcoTec3 V8
Chevrolet	Suburban	2019	5.3L EcoTec3 V8
Chevrolet	Suburban	2020	5.3L EcoTec3 V8
Chevrolet	Suburban	2021	5.3L EcoTec3 V8
Chevrolet	Suburban	2022	5.3L EcoTec3 V8
Chevrolet	Suburban	2023	5.3L EcoTec3 V8
Chevrolet	Suburban	2024	5.3L EcoTec3 V8
Chevrolet	Suburban	2025	5.3L EcoTec3 V8
Chevrolet	Suburban	2026	5.3L EcoTec3 V8
Chevrolet	Tahoe	2014	5.3L EcoTec3 V8
Chevrolet	Tahoe	2015	5.3L EcoTec3 V8
Chevrolet	Tahoe	2016	5.3L EcoTec3 V8
Chevrolet	Tahoe	2017	5.3L EcoTec3 V8
Chevrolet	Tahoe	2018	5.3L EcoTec3 V8
Chevrolet	Tahoe	2019	5.3L EcoTec3 V8
Chevrolet	Tahoe	2020	5.3L EcoTec3 V8
Chevrolet	Tahoe	2021	5.3L EcoTec3 V8
Chevrolet	Tahoe	2022	5.3L EcoTec3 V8
Chevrolet	Tahoe	2023	5.3L EcoTec3 V8
Chevrolet	Tahoe	2024	5.3L EcoTec3 V8
Chevrolet	Tahoe	2025	5.3L EcoTec3 V8
Chevrolet	Tahoe	2026	5.3L EcoTec3 V8
Chevrolet	Tracker	2014	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2015	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2016	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2017	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2018	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2019	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2020	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2021	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2022	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2023	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2024	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2025	1.8L F18D4 / 1.2T L3T
Chevrolet	Tracker	2026	1.8L F18D4 / 1.2T L3T
Ford	Bronco Sport	2021	1.5T/2.0T EcoBoost
Ford	Bronco Sport	2022	1.5T/2.0T EcoBoost
Ford	Bronco Sport	2023	1.5T/2.0T EcoBoost
Ford	Bronco Sport	2024	1.5T/2.0T EcoBoost
Ford	Bronco Sport	2025	1.5T/2.0T EcoBoost
Ford	Bronco Sport	2026	1.5T/2.0T EcoBoost
Ford	Ecosport	2013	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2014	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2015	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2016	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2017	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2018	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2019	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2020	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2021	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Ecosport	2022	1.6L Sigma / 1.5L Dragon / 2.0L Duratec
Ford	Edge	2015	2.0T EcoBoost
Ford	Edge	2016	2.0T EcoBoost
Ford	Edge	2017	2.0T EcoBoost
Ford	Edge	2018	2.0T EcoBoost
Ford	Edge	2019	2.0T EcoBoost
Ford	Edge	2020	2.0T EcoBoost
Ford	Edge	2021	2.0T EcoBoost
Ford	Edge	2022	2.0T EcoBoost
Ford	Edge	2023	2.0T EcoBoost
Ford	Edge	2024	2.0T EcoBoost
Ford	Escape	2013	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2014	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2015	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2016	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2017	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2018	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2019	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2020	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2021	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2022	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2023	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2024	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2025	2.5L Duratec / 2.0T EcoBoost
Ford	Escape	2026	2.5L Duratec / 2.0T EcoBoost
Ford	Explorer	2012	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2013	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2014	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2015	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2016	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2017	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2018	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2019	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2020	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2021	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2022	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2023	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2024	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2025	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	Explorer	2026	3.5L Cyclone V6 / 2.3T EcoBoost
Ford	F-150	2010	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2011	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2012	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2013	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2014	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2015	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2016	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2017	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2018	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2019	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2020	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2021	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2022	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2023	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2024	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2025	5.0L Coyote V8 / 3.5T EcoBoost
Ford	F-150	2026	5.0L Coyote V8 / 3.5T EcoBoost
Ford	Fiesta	2011	1.6L Sigma
Ford	Fiesta	2012	1.6L Sigma
Ford	Fiesta	2013	1.6L Sigma
Ford	Fiesta	2014	1.6L Sigma
Ford	Fiesta	2015	1.6L Sigma
Ford	Fiesta	2016	1.6L Sigma
Ford	Fiesta	2017	1.6L Sigma
Ford	Fiesta	2018	1.6L Sigma
Ford	Fiesta	2019	1.6L Sigma
Ford	Focus	2012	2.0L Duratec GDI
Ford	Focus	2013	2.0L Duratec GDI
Ford	Focus	2014	2.0L Duratec GDI
Ford	Focus	2015	2.0L Duratec GDI
Ford	Focus	2016	2.0L Duratec GDI
Ford	Focus	2017	2.0L Duratec GDI
Ford	Focus	2018	2.0L Duratec GDI
Ford	Focus	2019	2.0L Duratec GDI
Ford	Mustang	2015	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2016	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2017	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2018	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2019	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2020	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2021	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2022	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2023	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2024	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2025	2.3T EcoBoost / 5.0L Coyote V8
Ford	Mustang	2026	2.3T EcoBoost / 5.0L Coyote V8
Ford	Ranger	2014	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2015	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2016	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2017	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2018	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2019	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2020	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2021	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2022	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2023	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2024	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2025	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Ranger	2026	2.2L/3.2L Duratorq / 2.0L EcoBlue
Ford	Territory	2020	1.5T YVDA EcoBoost
Ford	Territory	2021	1.5T YVDA EcoBoost
Ford	Territory	2022	1.5T YVDA EcoBoost
Ford	Territory	2023	1.5T YVDA EcoBoost
Ford	Territory	2024	1.5T YVDA EcoBoost
Ford	Territory	2025	1.5T YVDA EcoBoost
Ford	Territory	2026	1.5T YVDA EcoBoost
Ford	Transit	2014	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2015	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2016	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2017	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2018	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2019	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2020	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2021	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2022	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2023	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2024	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2025	2.2L Duratorq / 2.0L EcoBlue
Ford	Transit	2026	2.2L Duratorq / 2.0L EcoBlue
Honda	Accord	2012	2.4L K24W / 1.5T L15B
Honda	Accord	2013	2.4L K24W / 1.5T L15B
Honda	Accord	2014	2.4L K24W / 1.5T L15B
Honda	Accord	2015	2.4L K24W / 1.5T L15B
Honda	Accord	2016	2.4L K24W / 1.5T L15B
Honda	Accord	2017	2.4L K24W / 1.5T L15B
Honda	Accord	2018	2.4L K24W / 1.5T L15B
Honda	Accord	2019	2.4L K24W / 1.5T L15B
Honda	Accord	2020	2.4L K24W / 1.5T L15B
Honda	Accord	2021	2.4L K24W / 1.5T L15B
Honda	Accord	2022	2.4L K24W / 1.5T L15B
Honda	Accord	2023	2.4L K24W / 1.5T L15B
Honda	Accord	2024	2.4L K24W / 1.5T L15B
Honda	City	2014	1.5L L15B
Honda	City	2015	1.5L L15B
Honda	City	2016	1.5L L15B
Honda	City	2017	1.5L L15B
Honda	City	2018	1.5L L15B
Honda	City	2019	1.5L L15B
Honda	City	2020	1.5L L15B
Honda	City	2021	1.5L L15B
Honda	City	2022	1.5L L15B
Honda	City	2023	1.5L L15B
Honda	City	2024	1.5L L15B
Honda	City	2025	1.5L L15B
Honda	City	2026	1.5L L15B
Honda	Civic	2012	1.8L R18Z / 1.5T L15B
Honda	Civic	2013	1.8L R18Z / 1.5T L15B
Honda	Civic	2014	1.8L R18Z / 1.5T L15B
Honda	Civic	2015	1.8L R18Z / 1.5T L15B
Honda	Civic	2016	1.8L R18Z / 1.5T L15B
Honda	Civic	2017	1.8L R18Z / 1.5T L15B
Honda	Civic	2018	1.8L R18Z / 1.5T L15B
Honda	Civic	2019	1.8L R18Z / 1.5T L15B
Honda	Civic	2020	1.8L R18Z / 1.5T L15B
Honda	Civic	2021	1.8L R18Z / 1.5T L15B
Honda	Civic	2022	1.8L R18Z / 1.5T L15B
Honda	Civic	2023	1.8L R18Z / 1.5T L15B
Honda	Civic	2024	1.8L R18Z / 1.5T L15B
Honda	Civic	2025	1.8L R18Z / 1.5T L15B
Honda	Civic	2026	1.8L R18Z / 1.5T L15B
Honda	CR-V	2012	2.4L K24W / 1.5T L15B
Honda	CR-V	2013	2.4L K24W / 1.5T L15B
Honda	CR-V	2014	2.4L K24W / 1.5T L15B
Honda	CR-V	2015	2.4L K24W / 1.5T L15B
Honda	CR-V	2016	2.4L K24W / 1.5T L15B
Honda	CR-V	2017	2.4L K24W / 1.5T L15B
Honda	CR-V	2018	2.4L K24W / 1.5T L15B
Honda	CR-V	2019	2.4L K24W / 1.5T L15B
Honda	CR-V	2020	2.4L K24W / 1.5T L15B
Honda	CR-V	2021	2.4L K24W / 1.5T L15B
Honda	CR-V	2022	2.4L K24W / 1.5T L15B
Honda	CR-V	2023	2.4L K24W / 1.5T L15B
Honda	CR-V	2024	2.4L K24W / 1.5T L15B
Honda	CR-V	2025	2.4L K24W / 1.5T L15B
Honda	CR-V	2026	2.4L K24W / 1.5T L15B
Honda	Fit	2010	1.5L L15A/L15B
Honda	Fit	2011	1.5L L15A/L15B
Honda	Fit	2012	1.5L L15A/L15B
Honda	Fit	2013	1.5L L15A/L15B
Honda	Fit	2014	1.5L L15A/L15B
Honda	Fit	2015	1.5L L15A/L15B
Honda	Fit	2016	1.5L L15A/L15B
Honda	Fit	2017	1.5L L15A/L15B
Honda	Fit	2018	1.5L L15A/L15B
Honda	Fit	2019	1.5L L15A/L15B
Honda	Fit	2020	1.5L L15A/L15B
Honda	HR-V	2015	1.8L R18Z
Honda	HR-V	2016	1.8L R18Z
Honda	HR-V	2017	1.8L R18Z
Honda	HR-V	2018	1.8L R18Z
Honda	HR-V	2019	1.8L R18Z
Honda	HR-V	2020	1.8L R18Z
Honda	HR-V	2021	1.8L R18Z
Honda	HR-V	2022	1.8L R18Z
Honda	HR-V	2023	1.8L R18Z
Honda	HR-V	2024	1.8L R18Z
Honda	Pilot	2016	3.5L J35Y6 V6
Honda	Pilot	2017	3.5L J35Y6 V6
Honda	Pilot	2018	3.5L J35Y6 V6
Honda	Pilot	2019	3.5L J35Y6 V6
Honda	Pilot	2020	3.5L J35Y6 V6
Honda	Pilot	2021	3.5L J35Y6 V6
Honda	Pilot	2022	3.5L J35Y6 V6
Honda	Pilot	2023	3.5L J35Y6 V6
Honda	Pilot	2024	3.5L J35Y6 V6
Honda	Pilot	2025	3.5L J35Y6 V6
Honda	Pilot	2026	3.5L J35Y6 V6
Honda	Ridgeline	2017	3.5L J35Y6 V6
Honda	Ridgeline	2018	3.5L J35Y6 V6
