Marca	Modelo	Ano	Motor	VIN
GAC	GS4	2022	1.5T 4A15J2	LEAKEKXH6NN582334
GAC	GS4	2023	1.5T 4A15J2	LEAC3E2K6PV908179
GAC	GS4	2024	1.5T 4A15J2	LEA70UFT5RY193310
GAC	GS4	2025	1.5T 4A15J2	LEAL7NMV3SW937234
GAC	GS4	2026	1.5T 4A15J2	LEAV9YJV0TB254084
GWM	Poer	2020	2.0D GW4D20M	LGXMTMXB6L0873752
GWM	Poer	2021	2.0D GW4D20M	LGX3GLXF1MU411008
GWM	Poer	2022	2.0D GW4D20M	LGXHTG499N7451022
GWM	Poer	2023	2.0D GW4D20M	LGXYFN3V7PN582555
GWM	Poer	2024	2.0D GW4D20M	LGX07PY51R1714332
GWM	Poer	2025	2.0D GW4D20M	LGXE41G40SL344182
GWM	Poer	2026	2.0D GW4D20M	LGXZ88JE3T7262912
GWM	Tank 300	2022	2.0T GW4C20B	LGX6NWPJ2N1664625
GWM	Tank 300	2023	2.0T GW4C20B	LGXGHFG96P5614193
GWM	Tank 300	2024	2.0T GW4C20B	LGXMS1MW7R3262628
GWM	Tank 300	2025	2.0T GW4C20B	LGXX21MW8SL130500
GWM	Tank 300	2026	2.0T GW4C20B	LGXSZSSZ7T7703115
Geely	Coolray	2020	1.5T JLH-3G15TD	L6TNMF8W4L0518723
Geely	Coolray	2021	1.5T JLH-3G15TD	L6TE5CBC9MF538023
Geely	Coolray	2022	1.5T JLH-3G15TD	L6T7K9A4XN6710947
Geely	Coolray	2023	1.5T JLH-3G15TD	L6TP62KW1PB503756
Geely	Coolray	2024	1.5T JLH-3G15TD	L6TUBUWLXRH494758
Geely	Coolray	2025	1.5T JLH-3G15TD	L6TEHHUR4SU200463
Geely	Coolray	2026	1.5T JLH-3G15TD	L6TT6BDM9TJ787938
Haval	Dargo	2022	2.0T GW4C20B	LGXV4FCT0N6738987
Haval	Dargo	2023	2.0T GW4C20B	LGX824KL0PS718015
Haval	Dargo	2024	2.0T GW4C20B	LGXNSMG05RU940669
Haval	Dargo	2025	2.0T GW4C20B	LGXSW2A31S5768820
Haval	Dargo	2026	2.0T GW4C20B	LGXT8UDE4TY001213
Haval	H6	2018	1.5T GW4B15 / 2.0T GW4C20	LGXU7EW65JN387495
Haval	H6	2019	1.5T GW4B15 / 2.0T GW4C20	LGXR8R438K0113774
Haval	H6	2020	1.5T GW4B15 / 2.0T GW4C20	LGXLLBG09LU408793
Haval	H6	2021	1.5T GW4B15 / 2.0T GW4C20	LGXE1EVTXMK644914
Haval	H6	2022	1.5T GW4B15 / 2.0T GW4C20	LGX7F87Y8NK484862
Haval	H6	2023	1.5T GW4B15 / 2.0T GW4C20	LGX446RA6PZ838319
Haval	H6	2024	1.5T GW4B15 / 2.0T GW4C20	LGXCE9D74RA263984
Haval	H6	2025	1.5T GW4B15 / 2.0T GW4C20	LGX5LAN14SA434264
Haval	H6	2026	1.5T GW4B15 / 2.0T GW4C20	LGX0L77B6TS663172
Haval	Jolion	2021	1.5T GW4B15A	LGXGDN7A5M5593896
Haval	Jolion	2022	1.5T GW4B15A	LGXB14445NC389897
Haval	Jolion	2023	1.5T GW4B15A	LGXUJ6PV7P6762268
Haval	Jolion	2024	1.5T GW4B15A	LGXA1CGH7RA337998
Haval	Jolion	2025	1.5T GW4B15A	LGX0AF3E1SZ760463
Haval	Jolion	2026	1.5T GW4B15A	LGXNEGJZ5TF299308
Honda	Accord	2012	2.4L K24W / 1.5T L15B	19XTRM5D9CK941644
Honda	Accord	2013	2.4L K24W / 1.5T L15B	19XKT9PV5D2766455
Honda	Accord	2014	2.4L K24W / 1.5T L15B	19XG2MNX5ED860163
Honda	Accord	2015	2.4L K24W / 1.5T L15B	5J6U9CU56FE917772
Honda	Accord	2016	2.4L K24W / 1.5T L15B	19X7USEX2GF795892
Honda	Accord	2017	2.4L K24W / 1.5T L15B	19XEZ7E33H2686711
Honda	Accord	2018	2.4L K24W / 1.5T L15B	2HGB64ZD0J1133465
Honda	Accord	2019	2.4L K24W / 1.5T L15B	1HG2GCKP0KD517537
Honda	Accord	2020	2.4L K24W / 1.5T L15B	1HGKG4630LA898306
Honda	Accord	2021	2.4L K24W / 1.5T L15B	1HGRJKMK0MH496941
Honda	Accord	2022	2.4L K24W / 1.5T L15B	JHM23PVH9N5169594
Honda	Accord	2023	2.4L K24W / 1.5T L15B	1HG9BMV05PY240482
Honda	Accord	2024	2.4L K24W / 1.5T L15B	1HGJXC2V7RE160954
Honda	CR-V	2012	2.4L K24W / 1.5T L15B	JHM9N1VU0CA794831
Honda	CR-V	2013	2.4L K24W / 1.5T L15B	2HGNKK3V0D1004256
Honda	CR-V	2014	2.4L K24W / 1.5T L15B	2HGJ9HZL9E4026212
Honda	CR-V	2015	2.4L K24W / 1.5T L15B	1HGMYPVJ9FP826366
Honda	CR-V	2016	2.4L K24W / 1.5T L15B	19XS7ZUM7GA368528
Honda	CR-V	2017	2.4L K24W / 1.5T L15B	JHM2847T7HE881267
Honda	CR-V	2018	2.4L K24W / 1.5T L15B	1HG791B0XJS691679
Honda	CR-V	2019	2.4L K24W / 1.5T L15B	19XTPZM72KE089889
Honda	CR-V	2020	2.4L K24W / 1.5T L15B	5J6V37WLXLS543446
Honda	CR-V	2021	2.4L K24W / 1.5T L15B	1HGGTVCV3M9485621
Honda	CR-V	2022	2.4L K24W / 1.5T L15B	5J6K8CN22NP497347
Honda	CR-V	2023	2.4L K24W / 1.5T L15B	1HGXZKJM9PN226313
Honda	CR-V	2024	2.4L K24W / 1.5T L15B	JHMKUCFY8RX837674
Honda	CR-V	2025	2.4L K24W / 1.5T L15B	19XFN92P0SC184629
Honda	CR-V	2026	2.4L K24W / 1.5T L15B	JHMBE5TU5TM886088
Honda	City	2014	1.5L L15B	5J61W6RG0ER464294
Honda	City	2015	1.5L L15B	2HG92UYD7FX580018
Honda	City	2016	1.5L L15B	JHMKDR7JXGG851996
Honda	City	2017	1.5L L15B	1HGCLPDF9HG566464
Honda	City	2018	1.5L L15B	JHM348VY7J6819065
Honda	City	2019	1.5L L15B	JHMVNCG21KP629145
Honda	City	2020	1.5L L15B	2HGSRVYRXLN770353
Honda	City	2021	1.5L L15B	19XA175F3M0935630
Honda	City	2022	1.5L L15B	5J6C3BGM1NF762258
Honda	City	2023	1.5L L15B	5J6GAJLU4PZ531606
Honda	City	2024	1.5L L15B	5J6XN1F56R5912084
Honda	City	2025	1.5L L15B	5J60T2DTXS6968821
Honda	City	2026	1.5L L15B	2HGW09HZ5T5080058
Honda	Civic	2012	1.8L R18Z / 1.5T L15B	5J676VLT2C9802317
Honda	Civic	2013	1.8L R18Z / 1.5T L15B	2HGURSWYXDS941039
Honda	Civic	2014	1.8L R18Z / 1.5T L15B	1HG0BVTV8EC116522
Honda	Civic	2015	1.8L R18Z / 1.5T L15B	JHM8BWTP1F2660701
Honda	Civic	2016	1.8L R18Z / 1.5T L15B	19X8E9LZ8GD765239
Honda	Civic	2017	1.8L R18Z / 1.5T L15B	1HGY9F233HA926368
Honda	Civic	2018	1.8L R18Z / 1.5T L15B	1HGZ0KR67JZ733798
Honda	Civic	2019	1.8L R18Z / 1.5T L15B	5J63BN1E9KG918302
Honda	Civic	2020	1.8L R18Z / 1.5T L15B	JHMH3HGM0L0617421
Honda	Civic	2021	1.8L R18Z / 1.5T L15B	JHM2BGNB4M0886978
Honda	Civic	2022	1.8L R18Z / 1.5T L15B	2HGR3E2H1ND036158
Honda	Civic	2023	1.8L R18Z / 1.5T L15B	19XFSXYV1P6001215
Honda	Civic	2024	1.8L R18Z / 1.5T L15B	5J6KY8GDXRZ066146
Honda	Civic	2025	1.8L R18Z / 1.5T L15B	5J6WNSE40S2634901
Honda	Civic	2026	1.8L R18Z / 1.5T L15B	JHMPXPM06TK643165
Honda	Fit	2010	1.5L L15A/L15B	JHMWAVA66A4466788
Honda	Fit	2011	1.5L L15A/L15B	2HGN6DAK5BN059199
Honda	Fit	2012	1.5L L15A/L15B	JHMAR9F29C7089388
Honda	Fit	2013	1.5L L15A/L15B	JHMEE9AV1DP186424
Honda	Fit	2014	1.5L L15A/L15B	19XKW3X82E5050823
Honda	Fit	2015	1.5L L15A/L15B	2HGNKBKJXF2821276
Honda	Fit	2016	1.5L L15A/L15B	2HGUDZ549GP767042
Honda	Fit	2017	1.5L L15A/L15B	1HG845MD0H9402658
Honda	Fit	2018	1.5L L15A/L15B	1HGNTKG35JB753779
Honda	Fit	2019	1.5L L15A/L15B	19XNMTEC0KD789927
Honda	Fit	2020	1.5L L15A/L15B	2HGBHXY97L7117420
Honda	HR-V	2015	1.8L R18Z	5J6J30UWXF8448115
Honda	HR-V	2016	1.8L R18Z	1HG3X93W4GN539197
Honda	HR-V	2017	1.8L R18Z	1HG3HBE74HD717384
Honda	HR-V	2018	1.8L R18Z	19XC0TH45JK722399
Honda	HR-V	2019	1.8L R18Z	JHM7JGFE0K2891050
Honda	HR-V	2020	1.8L R18Z	1HGWMR1S1L9254787
Honda	HR-V	2021	1.8L R18Z	19XE7E450M2785803
Honda	HR-V	2022	1.8L R18Z	5J6ECGDE9N3529992
Honda	HR-V	2023	1.8L R18Z	19X9R7HB8PU734503
Honda	HR-V	2024	1.8L R18Z	19XYVERK9RR025353
Honda	Pilot	2016	3.5L J35Y6 V6	1HGNB7XV8GZ719093
Honda	Pilot	2017	3.5L J35Y6 V6	1HG0KX2L5HM124605
Honda	Pilot	2018	3.5L J35Y6 V6	1HGMH6R99JV748914
Honda	Pilot	2019	3.5L J35Y6 V6	1HGLFBKR9K7882073
Honda	Pilot	2020	3.5L J35Y6 V6	5J66VEGS2LE931715
Honda	Pilot	2021	3.5L J35Y6 V6	1HGP3N434MV986800
Honda	Pilot	2022	3.5L J35Y6 V6	JHMXJ5198N8737721
Honda	Pilot	2023	3.5L J35Y6 V6	1HGN92K63PC345252
Honda	Pilot	2024	3.5L J35Y6 V6	19X7G3YY0R2914793
Honda	Pilot	2025	3.5L J35Y6 V6	5J68PC0H1SV948431
Honda	Pilot	2026	3.5L J35Y6 V6	1HGBP1ZN4T3523907
Honda	Ridgeline	2017	3.5L J35Y6 V6	2HGFTF608H4819642
Honda	Ridgeline	2018	3.5L J35Y6 V6	1HG1F7EV9JM079096
Honda	Ridgeline	2019	3.5L J35Y6 V6	1HGF7SUB0KT153171
Honda	Ridgeline	2020	3.5L J35Y6 V6	2HG5WVJB6L8906575
Honda	Ridgeline	2021	3.5L J35Y6 V6	19XV1A1X9MH672199
Honda	Ridgeline	2022	3.5L J35Y6 V6	5J6FLX388NX551457
Honda	Ridgeline	2023	3.5L J35Y6 V6	19XTGHDN9PY333388
Honda	Ridgeline	2024	3.5L J35Y6 V6	JHMRZKPAXRN073530
Honda	Ridgeline	2025	3.5L J35Y6 V6	19XFRNHP4SL806797
Honda	Ridgeline	2026	3.5L J35Y6 V6	5J6PWZXU1T1671146
Hyundai	Accent	2014	1.4L G4LC / 1.6L G4FG	5NPPW4EF7EW974467
Hyundai	Accent	2015	1.4L G4LC / 1.6L G4FG	KMHYVFN42FR068450
Hyundai	Accent	2016	1.4L G4LC / 1.6L G4FG	5NP1ZLMJ4GG437954
Hyundai	Accent	2017	1.4L G4LC / 1.6L G4FG	KMHE39337HH800746
Hyundai	Accent	2018	1.4L G4LC / 1.6L G4FG	KMF5LU4N4JY223272
Hyundai	Accent	2019	1.4L G4LC / 1.6L G4FG	5NPCPRHN9KL537188
Hyundai	Accent	2020	1.4L G4LC / 1.6L G4FG	KMHPPZCRXLV268503
Hyundai	Accent	2021	1.4L G4LC / 1.6L G4FG	5NPPA9WW6MG392489
Hyundai	Accent	2022	1.4L G4LC / 1.6L G4FG	KMFDC88R6NY701701
Hyundai	Accent	2023	1.4L G4LC / 1.6L G4FG	5NPMPCX6XPX826706
Hyundai	Accent	2024	1.4L G4LC / 1.6L G4FG	KMFHFEHZ5R1523141
Hyundai	Accent	2025	1.4L G4LC / 1.6L G4FG	5NP1DBE07SU945263
Hyundai	Accent	2026	1.4L G4LC / 1.6L G4FG	5NPPFYRL4TS461396
Hyundai	Atos/i10	2010	1.0L G4HG / 1.1L	5NPVAPYZ1AC845052
Hyundai	Atos/i10	2011	1.0L G4HG / 1.1L	5NPHP3795B1760850
Hyundai	Atos/i10	2012	1.0L G4HG / 1.1L	KMFJSXPP1CH110902
Hyundai	Atos/i10	2013	1.0L G4HG / 1.1L	5NPL7LBS3D2524098
Hyundai	Atos/i10	2014	1.0L G4HG / 1.1L	KMHD621P9ED871126
Hyundai	Atos/i10	2015	1.0L G4HG / 1.1L	KMFMXZ9P0FV581209
Hyundai	Atos/i10	2016	1.0L G4HG / 1.1L	KMHNC5HX7GT984750
Hyundai	Atos/i10	2017	1.0L G4HG / 1.1L	5NPS3L456H7636059
Hyundai	Atos/i10	2018	1.0L G4HG / 1.1L	KMHHUEEB9JX270539
Hyundai	Atos/i10	2019	1.0L G4HG / 1.1L	KMFV5XR08KB120112
Hyundai	Atos/i10	2020	1.0L G4HG / 1.1L	KMF28X6X9L9794760
Hyundai	Creta	2016	1.6L G4FG / 1.5L G4FL	5NPTREVJXG1549342
Hyundai	Creta	2017	1.6L G4FG / 1.5L G4FL	KMH78Z2YXHC137371
Hyundai	Creta	2018	1.6L G4FG / 1.5L G4FL	5NP2PHFV5J3458379
Hyundai	Creta	2019	1.6L G4FG / 1.5L G4FL	KMHR9S3H2KP813811
Hyundai	Creta	2020	1.6L G4FG / 1.5L G4FL	KMHYCJRM7LY076161
Hyundai	Creta	2021	1.6L G4FG / 1.5L G4FL	KMFVU8L94MK036209
Hyundai	Creta	2022	1.6L G4FG / 1.5L G4FL	5NPSURPP4N0357677
Hyundai	Creta	2023	1.6L G4FG / 1.5L G4FL	5NPLGZ6L4PG562629
Hyundai	Creta	2024	1.6L G4FG / 1.5L G4FL	KMF2XDG06RE761489
Hyundai	Creta	2025	1.6L G4FG / 1.5L G4FL	5NPVPJRR3SF272004
Hyundai	Creta	2026	1.6L G4FG / 1.5L G4FL	KMH2RVR1XTU161441
Hyundai	Elantra	2011	1.6L G4FG / 2.0L G4NA	KMHMB3YD4BW564377
Hyundai	Elantra	2012	1.6L G4FG / 2.0L G4NA	KMF37UJFXCK690761
Hyundai	Elantra	2013	1.6L G4FG / 2.0L G4NA	KMFJS3MMXD5105137
Hyundai	Elantra	2014	1.6L G4FG / 2.0L G4NA	KMHZPN279EL865335
Hyundai	Elantra	2015	1.6L G4FG / 2.0L G4NA	KMHB731W1FR363528
Hyundai	Elantra	2016	1.6L G4FG / 2.0L G4NA	KMHLGCVN3GW675651
Hyundai	Elantra	2017	1.6L G4FG / 2.0L G4NA	KMFBMEPM5H3331495
Hyundai	Elantra	2018	1.6L G4FG / 2.0L G4NA	KMFRV3960J9978906
Hyundai	Elantra	2019	1.6L G4FG / 2.0L G4NA	KMHA12DRXKV468325
Hyundai	Elantra	2020	1.6L G4FG / 2.0L G4NA	KMHABFAV6LZ218371
Hyundai	Elantra	2021	1.6L G4FG / 2.0L G4NA	KMHT13PXXMF440675
Hyundai	Elantra	2022	1.6L G4FG / 2.0L G4NA	KMHXDN1EXNU532832
Hyundai	Elantra	2023	1.6L G4FG / 2.0L G4NA	5NP065DH4P7902231
Hyundai	Elantra	2024	1.6L G4FG / 2.0L G4NA	KMHR18TL0RL573643
Hyundai	Elantra	2025	1.6L G4FG / 2.0L G4NA	KMF48EEK4SV899022
Hyundai	Elantra	2026	1.6L G4FG / 2.0L G4NA	KMHY8297XTR945833
Hyundai	Grand i10	2014	1.0L G3LA / 1.2L G4LA	5NPNVCGD9EK070482
Hyundai	Grand i10	2015	1.0L G3LA / 1.2L G4LA	KMHSX3LJ5FC073748
Hyundai	Grand i10	2016	1.0L G3LA / 1.2L G4LA	KMHT12LH6GR869615
Hyundai	Grand i10	2017	1.0L G3LA / 1.2L G4LA	KMFRF5YPXH5740775
Hyundai	Grand i10	2018	1.0L G3LA / 1.2L G4LA	5NPY6LR1XJ4547562
Hyundai	Grand i10	2019	1.0L G3LA / 1.2L G4LA	5NPWWLV25K5931153
Hyundai	Grand i10	2020	1.0L G3LA / 1.2L G4LA	KMHYFR1T9LJ497574
Hyundai	Grand i10	2021	1.0L G3LA / 1.2L G4LA	KMHMYBFW1MJ118085
Hyundai	Grand i10	2022	1.0L G3LA / 1.2L G4LA	KMH66VL05NY789106
Hyundai	Grand i10	2023	1.0L G3LA / 1.2L G4LA	5NP0AJ92XP6638689
Hyundai	Grand i10	2024	1.0L G3LA / 1.2L G4LA	KMHVYUJ44RF085244
Hyundai	Grand i10	2025	1.0L G3LA / 1.2L G4LA	5NPPA90TXST821491
Hyundai	Grand i10	2026	1.0L G3LA / 1.2L G4LA	KMH9MJ2M2TS195458
Hyundai	H-1	2014	2.5D D4CB	KMHVDY425EF316921
Hyundai	H-1	2015	2.5D D4CB	5NPMY3152F7112449
Hyundai	H-1	2016	2.5D D4CB	KMHPFY5N6GT391336
Hyundai	H-1	2017	2.5D D4CB	5NP0SKLT6H4463472
Hyundai	H-1	2018	2.5D D4CB	5NPE94R26J8120770
Hyundai	H-1	2019	2.5D D4CB	5NPXLNTT7KK511044
Hyundai	H-1	2020	2.5D D4CB	KMHW1C2VXLJ746600
Hyundai	H-1	2021	2.5D D4CB	KMH8UG4E2MN921257
Hyundai	H-1	2022	2.5D D4CB	KMHC1SZC1NU187621
Hyundai	H-1	2023	2.5D D4CB	5NP1XDZ9XPW014568
Hyundai	H-1	2024	2.5D D4CB	5NPYKVNJ5RF014211
Hyundai	H-1	2025	2.5D D4CB	KMH0H5KN1SY283359
Hyundai	H-1	2026	2.5D D4CB	5NPUXT8B6T9566590
Hyundai	Ioniq	2017	1.6L Kappa GDi Hybrid	KMH3Z3ST5HX482894
Hyundai	Ioniq	2018	1.6L Kappa GDi Hybrid	KMH62XZX8JG801860
Hyundai	Ioniq	2019	1.6L Kappa GDi Hybrid	KMHS58PM6KT100649
Hyundai	Ioniq	2020	1.6L Kappa GDi Hybrid	5NPAS7214L6572740
Hyundai	Ioniq	2021	1.6L Kappa GDi Hybrid	KMHKGNXB0MN649973
Hyundai	Ioniq	2022	1.6L Kappa GDi Hybrid	KMHL42J05NM198923
Hyundai	Palisade	2020	3.8L Lambda II V6	KMH5TWL23LS221559
Hyundai	Palisade	2021	3.8L Lambda II V6	KMHV19DXXMC274076
Hyundai	Palisade	2022	3.8L Lambda II V6	KMH24FT40NN972797
Hyundai	Palisade	2023	3.8L Lambda II V6	KMHM7MBY5PY920544
Hyundai	Palisade	2024	3.8L Lambda II V6	KMFAUG2U2RG329096
Hyundai	Palisade	2025	3.8L Lambda II V6	KMFUPDH5XSR132755
Hyundai	Palisade	2026	3.8L Lambda II V6	5NPXPLF81T3441732
Hyundai	Porter	2014	2.5D D4CB	5NPJPK6U4E3491086
Hyundai	Porter	2015	2.5D D4CB	KMHYS7D83FH534766
Hyundai	Porter	2016	2.5D D4CB	KMHV7VD19GW833493
Hyundai	Porter	2017	2.5D D4CB	5NPX3X7D5HJ101114
Hyundai	Porter	2018	2.5D D4CB	KMHA0AWR4JL357743
Hyundai	Porter	2019	2.5D D4CB	KMHVPLSL7KG300036
Hyundai	Porter	2020	2.5D D4CB	KMH5KERF7LX007538
Hyundai	Porter	2021	2.5D D4CB	KMF0AC81XM1920542
Hyundai	Porter	2022	2.5D D4CB	5NPB2DV02NS485967
Hyundai	Porter	2023	2.5D D4CB	5NPW8RH81PY379508
Hyundai	Porter	2024	2.5D D4CB	5NP3G58X2R8286294
Hyundai	Santa Fe	2010	2.4L G4KJ / 2.2D D4HB	KMHA73RA8AW397657
Hyundai	Santa Fe	2011	2.4L G4KJ / 2.2D D4HB	5NP1RTSV0BK466038
Hyundai	Santa Fe	2012	2.4L G4KJ / 2.2D D4HB	KMH1VD30XCN419937
Hyundai	Santa Fe	2013	2.4L G4KJ / 2.2D D4HB	KMF3MM2D9DU390656
Hyundai	Santa Fe	2014	2.4L G4KJ / 2.2D D4HB	KMFHUNM65EK628431
Hyundai	Santa Fe	2015	2.4L G4KJ / 2.2D D4HB	KMF6X7AU1FS283252
Hyundai	Santa Fe	2016	2.4L G4KJ / 2.2D D4HB	5NPFXFX65G2704889
Hyundai	Santa Fe	2017	2.4L G4KJ / 2.2D D4HB	5NPW8T9W4H0064017
Hyundai	Santa Fe	2018	2.4L G4KJ / 2.2D D4HB	KMH99KH0XJJ638728
Hyundai	Santa Fe	2019	2.4L G4KJ / 2.2D D4HB	KMHBX16UXKZ937050
Hyundai	Santa Fe	2020	2.4L G4KJ / 2.2D D4HB	KMFZF3LE7LB029278
Hyundai	Santa Fe	2021	2.4L G4KJ / 2.2D D4HB	5NP9VGE19MS585014
Hyundai	Santa Fe	2022	2.4L G4KJ / 2.2D D4HB	KMHH6ZBB6NS740714
Hyundai	Santa Fe	2023	2.4L G4KJ / 2.2D D4HB	KMHLBJB05PR249339
Hyundai	Santa Fe	2024	2.4L G4KJ / 2.2D D4HB	5NPN3GC96R9525087
Hyundai	Santa Fe	2025	2.4L G4KJ / 2.2D D4HB	KMFAK7AJ7S2573410
Hyundai	Santa Fe	2026	2.4L G4KJ / 2.2D D4HB	KMHV9WYP3TM377026
Hyundai	Sonata	2015	2.0L Nu / 2.5L / 1.6T Smartstream	KMFZH4DS7FY809058
Hyundai	Sonata	2016	2.0L Nu / 2.5L / 1.6T Smartstream	KMHT5MTNXGV934947
Hyundai	Sonata	2017	2.0L Nu / 2.5L / 1.6T Smartstream	KMFHKBDU0HK363571
Hyundai	Sonata	2018	2.0L Nu / 2.5L / 1.6T Smartstream	KMHYWV4Z0JK173462
Hyundai	Sonata	2019	2.0L Nu / 2.5L / 1.6T Smartstream	5NPPR2968K6856462
Hyundai	Sonata	2020	2.0L Nu / 2.5L / 1.6T Smartstream	KMH3JKXS8LH684181
Hyundai	Sonata	2021	2.0L Nu / 2.5L / 1.6T Smartstream	5NPNLZ223MB508278
Hyundai	Sonata	2022	2.0L Nu / 2.5L / 1.6T Smartstream	KMFLNKNNXN9007043
Hyundai	Sonata	2023	2.0L Nu / 2.5L / 1.6T Smartstream	KMFAY6F13PS662240
Hyundai	Sonata	2024	2.0L Nu / 2.5L / 1.6T Smartstream	KMHMEC402RB439129
Hyundai	Sonata	2025	2.0L Nu / 2.5L / 1.6T Smartstream	5NPSE8N22S4013476
Hyundai	Sonata	2026	2.0L Nu / 2.5L / 1.6T Smartstream	KMHVN2TK7TE231982
Hyundai	Tucson	2014	2.0L G4NA / 1.6T G4FP	5NP44ZA44EE375994
Hyundai	Tucson	2015	2.0L G4NA / 1.6T G4FP	5NPB70209F2579246
Hyundai	Tucson	2016	2.0L G4NA / 1.6T G4FP	KMFET8US5GY341403
Hyundai	Tucson	2017	2.0L G4NA / 1.6T G4FP	5NPSHBAB1H6459786
Hyundai	Tucson	2018	2.0L G4NA / 1.6T G4FP	KMFFMZRH5JZ007345
Hyundai	Tucson	2019	2.0L G4NA / 1.6T G4FP	KMF9W3X12KT734439
Hyundai	Tucson	2020	2.0L G4NA / 1.6T G4FP	5NP1G4TKXLD859874
Hyundai	Tucson	2021	2.0L G4NA / 1.6T G4FP	KMFVV5HR7MR110105
Hyundai	Tucson	2022	2.0L G4NA / 1.6T G4FP	KMFLAX1G2NE678486
Hyundai	Tucson	2023	2.0L G4NA / 1.6T G4FP	5NPKDKF52P5990126
Hyundai	Tucson	2024	2.0L G4NA / 1.6T G4FP	5NP96XY98R6863769
Hyundai	Tucson	2025	2.0L G4NA / 1.6T G4FP	KMHRZHVC0SY052615
Hyundai	Tucson	2026	2.0L G4NA / 1.6T G4FP	KMHRNVNA1TV183242
Hyundai	Veloster	2012	1.6T Gamma / 2.0L Nu	KMHCRMAC7CP024094
Hyundai	Veloster	2013	1.6T Gamma / 2.0L Nu	5NPMPZRL0DP199371
Hyundai	Veloster	2014	1.6T Gamma / 2.0L Nu	KMFJ0WUP4EE942677
Hyundai	Veloster	2015	1.6T Gamma / 2.0L Nu	KMFKDZUW9FN029285
Hyundai	Veloster	2016	1.6T Gamma / 2.0L Nu	KMHCVE8B5G7221849
Hyundai	Veloster	2017	1.6T Gamma / 2.0L Nu	KMHECLLD8HE247323
Hyundai	Veloster	2018	1.6T Gamma / 2.0L Nu	KMF97F4S3JX715787
Hyundai	Veloster	2019	1.6T Gamma / 2.0L Nu	KMHCRBD97KZ690783
Hyundai	Veloster	2020	1.6T Gamma / 2.0L Nu	5NP9DJAG5L7327827
Hyundai	Veloster	2021	1.6T Gamma / 2.0L Nu	5NPPUK4B0MD506972
Hyundai	Veloster	2022	1.6T Gamma / 2.0L Nu	5NPXW9V00NK543047
Hyundai	Venue	2020	1.6L SmartStream Gamma	KMFE4HVV2LU263332
Hyundai	Venue	2021	1.6L SmartStream Gamma	KMF8A4N12M8550675
Hyundai	Venue	2022	1.6L SmartStream Gamma	5NPDN3X7XN3317461
Hyundai	Venue	2023	1.6L SmartStream Gamma	KMF2HE1Z3PM409919
Hyundai	Venue	2024	1.6L SmartStream Gamma	KMHTSF3D1RJ624238
Hyundai	Venue	2025	1.6L SmartStream Gamma	KMH76M1G5SZ720937
Hyundai	Venue	2026	1.6L SmartStream Gamma	KMH4TGL40TJ754672
Hyundai	Verna/Accent	2011	1.4L G4FA / 1.6L G4FC	5NPWXMG0XBA968009
Hyundai	Verna/Accent	2012	1.4L G4FA / 1.6L G4FC	KMHSWL077CB243508
Hyundai	Verna/Accent	2013	1.4L G4FA / 1.6L G4FC	5NPAKU0AXDR157701
Hyundai	Verna/Accent	2014	1.4L G4FA / 1.6L G4FC	KMF3PCP72EK889235
Hyundai	Verna/Accent	2015	1.4L G4FA / 1.6L G4FC	KMHK3MNR6FZ152217
Hyundai	Verna/Accent	2016	1.4L G4FA / 1.6L G4FC	KMH4MBH27GN238721
Hyundai	Verna/Accent	2017	1.4L G4FA / 1.6L G4FC	KMHZSER89HD057661
Hyundai	Verna/Accent	2018	1.4L G4FA / 1.6L G4FC	KMHXFDB44JU114934
Hyundai	Verna/Accent	2019	1.4L G4FA / 1.6L G4FC	KMFD0U8E7KC616681
Hyundai	Verna/Accent	2020	1.4L G4FA / 1.6L G4FC	5NP6A77AXLP732180
Hyundai	Verna/Accent	2021	1.4L G4FA / 1.6L G4FC	5NPXYFYL2MP055489
Hyundai	Verna/Accent	2022	1.4L G4FA / 1.6L G4FC	5NP2R24F5NH883290
Hyundai	Verna/Accent	2023	1.4L G4FA / 1.6L G4FC	5NP639NC5P5500002
Hyundai	i30	2012	1.6L G4FG / 1.8L G4NB	KMFNH4U8XCR823870
Hyundai	i30	2013	1.6L G4FG / 1.8L G4NB	5NP395F48DE271750
Hyundai	i30	2014	1.6L G4FG / 1.8L G4NB	5NP59KRH9EC240753
Hyundai	i30	2015	1.6L G4FG / 1.8L G4NB	5NPC0YJ55F6052110
Hyundai	i30	2016	1.6L G4FG / 1.8L G4NB	KMHFGUW42GY352270
Hyundai	i30	2017	1.6L G4FG / 1.8L G4NB	KMHT9SC52HZ424269
Hyundai	i30	2018	1.6L G4FG / 1.8L G4NB	KMHFGG2W8JM611853
Hyundai	i30	2019	1.6L G4FG / 1.8L G4NB	KMFMT75X3KF374856
Hyundai	i30	2020	1.6L G4FG / 1.8L G4NB	KMF2ZM3E4LU377896
JAC	JS4	2021	1.5T	LJ1VRY409MP343578
JAC	JS4	2022	1.5T	LJ1U8CFN8ND860044
JAC	JS4	2023	1.5T	LJ1A4F9P6PS878196
JAC	JS4	2024	1.5T	LJ1PWRSN4RB634239
JAC	JS4	2025	1.5T	LJ1CUJ8Z7SG616763
JAC	JS4	2026	1.5T	LJ1LWA1R0TE944821
JAC	S2	2018	1.5L VVT	LJ1PL60F0JM131447
JAC	S2	2019	1.5L VVT	LJ1JYVBB4KB344362
